LoanAmount,InterestRate,LoanTerm,Tenure,TotalBalance,TotalPayments,SupportIssueFrequency,Car,Education,Home,Personal,DefaultStatus
-1.498903498,0.069752965,1.118161913,0.851560574,0.384153426,-0.156498744,-0.332512049,0,0,1,0,1
1.63849277,-0.496094823,-1.334902019,1.618661595,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
1.181170453,0.897567321,-0.425422612,-1.04504383,-0.381385251,1.251097557,-0.332512049,0,0,1,0,1
-1.474168816,-1.414724256,0.318832221,1.441786171,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
1.612832781,-1.613818848,-1.485241496,0.921733975,-0.884372817,-0.156498744,-0.332512049,0,0,1,0,1
-1.058271222,-1.372809605,-0.279548665,-0.049158294,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
-1.318641387,-1.383288268,0.467683188,-0.71628625,1.768571668,1.991077147,-0.332512049,1,0,0,0,1
-1.655632444,-0.971127533,-1.169677446,-0.46058591,0.942211323,0.069295077,-0.332512049,0,0,1,0,1
-1.64218788,-0.265564243,0.470660208,-0.405792979,0.563717315,-0.517712718,-0.332512049,0,0,1,0,1
0.390882853,1.016325499,-1.116091099,-0.625925979,0.629501421,-0.156498744,-0.332512049,1,0,0,0,1
0.713690482,-1.009549297,0.067274087,1.409102669,0.596062227,0.539395405,1.902111934,0,1,0,0,0
-0.251555981,0.289804882,1.147932106,-0.364457962,-0.926515362,-0.156498744,-0.332512049,1,0,0,0,1
-1.496638569,1.421500458,0.114906397,0.137329924,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
1.452526905,-0.010583449,0.495964872,1.53695284,0.785652785,0.037431839,-0.332512049,0,0,1,0,1
0.930440047,-1.449653132,0.955914359,-0.039545499,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
-1.446402719,-1.547453984,0.300970105,-1.334388952,1.11704181,1.098828422,-0.332512049,0,0,1,0,1
-0.171620559,-1.648747723,-0.352485639,0.43628784,-1.032991455,-0.156498744,-0.332512049,0,1,0,0,1
-0.250665201,1.606623499,-0.548968915,-0.204885569,2.851273716,-1.048769775,-0.332512049,0,0,0,1,0
-0.438937427,0.674022516,0.90977056,-1.428594341,-0.380647248,0.034307045,-0.332512049,1,0,0,0,1
0.252632413,0.757851818,-0.511756173,0.044085815,0.733000051,0.463747867,-0.332512049,1,0,0,0,1
-0.340378487,1.068718812,1.26403586,0.415139692,-0.086858229,-0.156498744,1.902111934,0,0,1,0,1
-1.616230965,-1.568411309,-1.090786434,0.311321509,-0.535093569,-0.156498744,-0.332512049,0,0,0,1,1
-1.012337356,-1.023520847,0.187843371,1.246646438,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
0.237675595,-0.618345888,0.713287283,-0.11260274,-1.283785407,1.247807321,-0.332512049,0,0,0,1,1
-1.618295641,1.571694624,0.128302984,-0.114525299,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-0.01125944,-1.474103345,0.985684553,0.610279426,0.546183369,3.058924079,-0.332512049,1,0,0,0,0
0.973673952,1.466907996,0.970799456,0.517996596,-0.086692814,-0.363317013,-0.332512049,1,0,0,0,1
0.596963774,1.561215961,1.561737794,-1.198848546,-1.356058854,-1.271918395,-0.332512049,0,0,0,1,1
-0.580115701,-1.201658113,-0.709727959,0.869824884,-0.062058766,-0.156498744,-0.332512049,0,0,0,1,1
-0.94385778,-0.454180172,-0.336112032,-1.344963026,-1.497857322,-0.069500822,-0.332512049,1,0,0,0,1
-0.255346975,-0.60088145,-0.915142293,0.096956186,0.63698325,0.148024655,-0.332512049,1,0,0,0,1
-0.249684652,-0.695189415,-1.275361633,0.609318146,-0.2575788,-1.306938028,-0.332512049,1,0,0,0,1
0.761689024,-1.13529325,1.462007646,1.37161277,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-0.6137789,1.068718812,-0.069668802,0.47377774,2.032929616,0.750377588,-0.332512049,0,0,0,1,1
1.320277146,-0.024555,-1.861834442,1.720557219,1.127297514,-0.839808206,-0.332512049,1,0,0,0,0
1.126563567,-0.059483875,-0.477520451,-1.269983228,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
1.409113463,0.995368173,0.286085009,-0.796072446,-0.479285234,-0.512002207,1.902111934,1,0,0,0,1
-0.007758467,-0.768540054,-0.866021474,-0.987367062,-1.1418088,-1.350361704,1.902111934,0,1,0,0,0
1.131576794,0.981396623,0.050900481,1.725363617,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
1.712365364,0.446984823,-2.080645363,-0.189505098,0.078161901,-0.503341637,-0.332512049,0,0,0,1,1
1.139586909,-1.428695806,0.72668387,0.023898946,-0.481880971,4.520805551,-0.332512049,1,0,0,0,0
-0.982133699,-1.708126812,0.205705486,-1.662185253,0.577484898,-1.758475479,-0.332512049,0,0,1,0,1
1.72155628,-0.674232089,0.650769877,0.725632962,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
0.281710511,0.628614977,-0.365882226,-0.976792988,-0.51173194,-0.156498744,-0.332512049,0,0,0,1,1
0.402207498,1.306235168,-0.215542749,1.246646438,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
0.819071829,-0.143313177,-0.803504068,0.257489858,-0.434394262,-0.156498744,1.902111934,0,0,1,0,1
-0.779284445,1.17350544,-0.385232851,-0.236607792,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
-1.514585369,0.86962422,-1.480775967,-1.029663359,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-0.336704883,-1.645254836,-0.148559814,1.111106032,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
0.091104304,1.676481251,0.091090242,-1.627579192,-0.334178475,0.705256746,-0.332512049,0,1,0,0,1
0.692574162,0.628614977,-0.639768005,-0.067422604,-1.112772179,-0.156498744,-0.332512049,1,0,0,0,1
-1.488324622,-1.676690824,-0.934492919,-1.355537101,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
0.176653712,0.443491936,0.341159866,1.194737346,0.472433915,-0.574869875,-0.332512049,0,0,0,1,1
-0.85927511,0.401577285,-0.410537516,-0.749931032,1.079021905,0.500925672,-0.332512049,0,1,0,0,1
-0.018219954,1.728874565,1.528990581,-1.353614542,-1.540254351,-1.060846985,-0.332512049,0,0,0,1,1
-0.658780554,0.642586528,1.271478409,-0.626887259,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
1.363952988,0.862638445,-0.30187631,0.415139692,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
0.212036322,-0.992084859,-0.359928187,-0.593242477,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-1.28830653,-0.178242053,-0.089019427,-0.558636416,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-1.308483733,-0.272550018,0.680540071,0.587208718,-0.471472576,-0.156498744,4.136735918,0,0,1,0,0
-0.466296112,-0.663753426,0.289062028,0.612201984,-1.388709147,-0.342298541,1.902111934,0,1,0,0,1
0.136651474,1.271306292,-1.973472667,-1.501651581,-0.287786047,-0.252973288,-0.332512049,0,0,1,0,1
-1.418560665,0.803259356,-0.810946616,-0.150092639,0.718977985,-1.665988254,-0.332512049,0,1,0,0,1
0.803755937,-0.674232089,-1.293223749,0.475700299,0.156975586,0.209773271,-0.332512049,0,0,0,1,1
-0.382321106,1.051254374,0.592718,1.5715589,0.336590372,-0.156498744,-0.332512049,1,0,0,0,1
0.997234738,-1.299458966,0.238452699,0.279599286,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-1.214931115,-0.49958771,0.396234724,0.854444412,1.11386076,-0.295740776,-0.332512049,0,0,1,0,1
1.211615795,-0.401786858,0.597183529,-1.368033734,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
0.080311364,-0.419251296,-0.604043773,-0.170279508,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
-1.490775993,1.337671156,-0.337600542,1.53599156,-0.086858229,-0.156498744,1.902111934,1,0,0,0,0
0.02105723,-0.373843757,-0.014593944,0.258451138,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-0.636414379,-1.285487415,1.645094336,-1.181545516,0.372676199,0.447332008,-0.332512049,0,0,1,0,1
0.332906194,1.358628481,-1.218798265,-0.546139783,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
0.406461145,0.890581546,-0.720147527,0.219999959,-1.738599157,-0.156498744,-0.332512049,0,0,0,1,1
-0.867299035,1.543751523,-0.544503386,1.107260914,0.56331014,0.310603195,-0.332512049,0,0,0,1,1
-1.443039852,-1.69764815,-0.992544796,0.165207028,-0.622763296,3.150388914,-0.332512049,0,0,0,1,0
1.296391812,-0.510066373,0.491499343,1.403334992,-1.60298465,-0.156498744,-0.332512049,1,0,0,0,1
-0.607108407,-0.70217519,1.417352356,-1.562212188,2.462905731,2.708078995,-0.332512049,0,1,0,0,0
0.412095847,0.30726932,2.003825165,-1.071959656,-0.988075034,-1.059326413,4.136735918,1,0,0,0,0
1.052331899,-0.779018717,-1.089297924,-0.217382202,-0.160340475,0.4404095,-0.332512049,0,0,0,1,1
-0.209406204,0.555264338,0.296504576,-0.186621259,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-1.298581573,1.554230186,0.134257023,-0.072229002,2.090875616,-1.166216319,-0.332512049,1,0,0,0,1
-1.618578757,-1.215629664,-0.218519769,0.742935993,-0.990594426,-1.545323971,-0.332512049,0,0,0,1,1
0.101883432,1.218912978,-0.70675094,-1.564134747,1.527295417,0.673886114,-0.332512049,0,0,1,0,1
1.380781135,1.250348966,2.225613106,-0.107796342,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-0.870523797,-1.578889972,0.991638591,-0.95468356,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-0.918770928,-1.547453984,-0.532595309,-0.194311495,-0.614161738,0.074879183,-0.332512049,0,0,1,0,1
-0.977990536,0.247890231,0.067274087,-1.035431036,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
-1.44311581,-0.936198658,-0.349508619,-0.647074128,-0.548123148,1.047058329,-0.332512049,0,1,0,0,1
-1.244582351,-0.852369356,-0.566831031,0.10849154,-1.130636954,-0.156498744,-0.332512049,1,0,0,0,1
-0.193841722,-0.534516586,-1.866299971,-0.73455056,-0.752524672,-0.159984163,-0.332512049,0,0,1,0,1
1.204344544,0.85565267,1.185144848,1.020745761,-1.786187659,0.644707114,-0.332512049,1,0,0,0,1
-0.474071448,-1.49506067,1.168771242,0.462242387,0.934449562,1.718898438,-0.332512049,0,0,0,1,1
1.691193802,-0.199199379,-2.150605318,1.105338355,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
0.400881686,1.575187511,1.834135063,-0.754737429,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
0.174506172,0.548278563,1.173236771,0.489158212,-0.086858229,-0.156498744,1.902111934,0,1,0,0,1
-0.351281911,-0.125848739,-1.261965046,-0.152976478,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
0.961417095,-0.045512325,-0.662095649,0.000828238,1.059859262,-0.156498744,-0.332512049,0,0,1,0,1
1.685717922,1.31671383,1.167282732,-1.756390642,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
-1.586427813,0.342198196,1.262547351,-0.950838442,-0.567642068,-0.156498744,-0.332512049,1,0,0,0,1
0.040322938,0.010373876,-1.954122041,1.290865294,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
-0.259697296,-1.184193676,1.04075941,0.616047103,-0.019254563,2.242475321,1.902111934,0,0,1,0,0
-1.351503574,0.09071029,-0.665072669,0.010441033,2.865066748,1.510316083,-0.332512049,0,1,0,0,1
1.476087691,0.474927924,1.188121867,0.243070666,1.412701285,1.415969968,-0.332512049,0,0,0,1,1
0.614441016,-0.297000231,0.887442914,-0.683602748,0.405708218,-0.239606008,-0.332512049,0,0,0,1,1
-1.183712383,-1.50903222,-1.373603271,1.053429264,-0.607417913,-0.424755194,-0.332512049,0,0,1,0,1
-0.380132135,0.656558078,-1.407838993,-1.067153258,-0.742472555,-0.156498744,-0.332512049,0,1,0,0,1
-0.274502198,1.690452801,1.259570332,-0.366380521,0.113051653,2.406083687,1.902111934,0,0,1,0,0
-1.421205384,-0.248099805,1.551318226,-0.73455056,-1.319209575,-0.156498744,-0.332512049,0,1,0,0,1
-0.123670354,-0.335421994,0.135745532,0.763122862,-1.059381443,-0.255573875,-0.332512049,0,1,0,0,1
0.849641466,0.499378137,0.853207192,1.064003338,-0.840397987,-0.469851871,-0.332512049,0,0,1,0,1
1.207935285,0.209468468,-0.819877674,-0.155860316,-1.426907191,-1.293468509,-0.332512049,0,0,0,1,1
-1.176800206,0.674022516,-1.058039221,-0.890277835,1.793103923,-1.713094391,-0.332512049,0,0,0,1,1
0.976339387,0.782302031,-1.127999176,-1.147900734,-1.782879368,0.118094663,-0.332512049,1,0,0,0,1
0.632622595,-1.645254836,0.047923462,-0.977754267,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
-1.590198092,1.596144837,1.328041776,-0.321200386,-1.412605192,-0.409343135,-0.332512049,0,1,0,0,1
-1.286711412,-1.603340185,1.948750307,0.266141373,0.296585492,-0.156498744,-0.332512049,0,0,1,0,1
1.031070568,-0.055990988,0.945494792,0.266141373,-1.457826994,-0.758175041,-0.332512049,0,0,0,1,1
-1.693452615,-0.859355131,-1.24261442,1.715750822,0.640291541,1.101155753,-0.332512049,0,1,0,0,1
0.858190192,-0.16776339,0.665654974,-0.629771097,1.555415895,1.178545071,4.136735918,0,0,1,0,0
0.957550143,0.080231628,-0.8853721,1.684028599,-0.156701354,-0.626441067,-0.332512049,0,0,1,0,1
-1.676210153,0.817230907,0.070251107,-0.558636416,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
1.057289884,0.782302031,0.244406738,-1.035431036,-1.459990107,-0.590952993,-0.332512049,0,0,1,0,1
0.968377609,-1.449653132,-0.145582795,-0.004939438,0.574456538,0.162142926,1.902111934,0,1,0,0,0
1.34758059,0.146596492,1.80287636,0.503577404,0.652430427,0.034987399,-0.332512049,0,1,0,0,1
1.396545869,-0.251592692,-0.260198039,0.137329924,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-0.412524763,0.296790658,1.506662936,-1.331505114,0.065539496,-0.156498744,-0.332512049,1,0,0,0,1
1.346158104,1.596144837,-0.129209189,0.885205355,0.53839616,0.196062096,8.605983884,0,0,0,1,0
-0.668282207,-0.083934089,-0.170887459,-0.186621259,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-1.253745646,1.204941428,-0.520687231,-0.102989945,-1.340306296,-0.156498744,-0.332512049,0,0,1,0,1
-0.12738539,-1.138786137,1.597462026,-0.831639787,-0.118401517,-0.156498744,-0.332512049,0,0,1,0,1
1.060832288,-1.575397084,-1.558178469,0.666994914,-1.079256641,0.347338584,-0.332512049,1,0,0,0,1
-0.719553847,-0.209678041,0.36944155,0.665072356,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-1.622148783,1.145562339,-1.053573692,-1.662185253,0.577484898,-1.758475479,-0.332512049,0,0,0,1,1
-1.254166868,-0.415758408,-2.217588252,-1.024856961,1.264998789,1.615536706,-0.332512049,0,0,1,0,0
-0.590556472,1.292263617,-0.479008961,-0.399064023,1.290141806,0.598593624,-0.332512049,0,0,0,1,1
1.151664228,-0.171256278,1.822226986,0.060427566,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
1.714623388,0.405070172,-0.239358904,1.109183473,1.609977259,-0.156498744,-0.332512049,0,0,0,1,1
-0.268349601,1.355135594,1.365254518,1.045739028,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-1.079346111,-0.045512325,0.186354861,-0.280826648,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
0.124001017,-1.603340185,0.923167147,-0.498075809,-0.443352098,1.089474486,-0.332512049,0,0,1,0,1
-0.500919143,0.041809864,0.342648376,-1.201732385,-1.693250114,-0.007079288,-0.332512049,0,0,1,0,1
-1.203620281,-0.901269782,-1.037200086,-1.486271109,-0.635360253,-0.337532346,-0.332512049,0,1,0,0,1
0.411350077,1.327192493,1.561737794,-1.660262694,-0.055874806,-0.156498744,-0.332512049,0,0,1,0,1
-0.165944426,1.617102162,0.339671357,1.327393914,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
1.389792514,-0.122355852,-0.708239449,1.156286167,2.692730203,-0.758035624,-0.332512049,0,1,0,0,1
-0.111372065,0.61115054,1.072018113,-1.446858651,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
1.372453377,-1.62429751,-0.739498152,-0.480772779,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
1.707876938,-1.159743463,1.966612424,1.735937691,0.469303762,2.390086077,-0.332512049,1,0,0,0,0
-0.370782398,0.115160503,1.305714131,-1.668914209,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-0.931241849,-1.463624682,0.359021982,-0.139518565,-0.696639992,-0.156498744,-0.332512049,0,0,1,0,1
-0.327444914,1.51930131,-0.063714763,0.970759229,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
0.150993723,0.660050966,-0.242335924,-1.369956293,-0.702136846,1.274880199,-0.332512049,0,1,0,0,1
1.237462226,1.400543132,0.497453382,0.691988181,0.292132023,-0.554792001,-0.332512049,1,0,0,0,1
0.951211104,0.433013273,1.066064074,0.941920844,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
1.250582242,-1.425202918,0.284596499,0.325740701,1.08640194,0.128470989,-0.332512049,1,0,0,0,1
0.455295225,1.047761487,0.046434952,0.374765954,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
-1.300653155,1.215420091,-0.918119313,-0.050119574,-0.086858229,-0.156498744,4.136735918,1,0,0,0,1
1.029109471,-1.027013735,-0.560876992,0.708329932,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
1.06978152,0.020852539,0.434935976,0.778503334,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
1.193330636,0.066260077,-0.202146162,-0.392335067,-0.086858229,-0.156498744,1.902111934,0,1,0,0,1
-1.688798463,1.582173286,1.453076588,-0.484617897,0.378300295,-0.603996826,1.902111934,1,0,0,0,0
1.210075919,-1.414724256,-0.461146844,-1.207500062,-0.046866073,-0.156498744,-0.332512049,0,1,0,0,1
-0.920745836,-1.543961096,0.564436316,1.403334992,1.098566273,-0.156498744,-0.332512049,0,0,1,0,1
0.102753497,-0.740596953,-0.473054922,1.618661595,6.109839152,-0.011771126,-0.332512049,1,0,0,0,0
-1.314594898,0.209468468,-2.338157536,-0.986405783,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
1.359119298,1.274799179,-1.110137059,-0.956606119,-0.086858229,-0.156498744,1.902111934,0,1,0,0,0
0.51597875,0.20597558,-1.7784779,-0.045313176,1.598550928,-1.325067784,1.902111934,0,0,0,1,0
-1.219502405,1.379585807,1.984474539,1.15051849,-0.917201249,-0.080206171,1.902111934,1,0,0,0,0
0.058352601,-0.915241332,-0.248289962,1.563868665,-0.3837774,-0.391609322,-0.332512049,0,0,0,1,1
-0.792735914,0.467942149,2.11844041,-1.195003428,0.377714981,0.757301954,-0.332512049,1,0,0,0,1
0.789910868,0.932496197,0.248872267,0.660265958,-0.086858229,-0.156498744,1.902111934,0,0,1,0,1
-0.462643224,0.310762208,0.213148035,0.699678417,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
0.176598469,1.117619238,1.600439045,0.723710404,2.496650305,0.090731799,1.902111934,1,0,0,0,0
0.628120358,-0.527530811,0.152119139,0.709291211,1.301517239,-0.685780561,-0.332512049,1,0,0,0,1
1.611465538,0.150089379,0.073228126,-0.406754259,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-0.870005902,-0.660260539,-0.84220532,1.101493237,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
1.352973607,0.42253461,-0.160467892,0.07004036,-0.157846532,-1.642783727,-0.332512049,0,0,0,1,1
-1.257184471,1.044268599,-0.367370736,-0.077035399,-0.769371511,-1.707461954,-0.332512049,0,1,0,0,1
-0.897088376,0.646079415,0.105975339,0.815993233,-0.776013543,-1.086205966,1.902111934,1,0,0,0,1
0.014006948,-0.398293971,-1.552224431,1.194737346,0.139085363,-0.816375035,-0.332512049,0,0,1,0,1
-0.930565132,0.384112847,0.810040412,1.628274389,-1.504473905,-0.156498744,1.902111934,0,0,1,0,1
0.827889861,0.363155521,1.548341207,1.580210416,-0.26885244,-0.024207102,-0.332512049,1,0,0,0,1
-1.203199059,-1.288980303,1.680818567,0.518957875,-0.256637209,-1.047308687,-0.332512049,1,0,0,0,1
-0.377245732,1.264320517,-1.634092462,0.47377774,-0.175889446,0.160652096,-0.332512049,0,0,0,1,1
-1.626595777,0.436506161,0.114906397,0.984217141,-0.086858229,-0.156498744,1.902111934,0,0,0,1,1
1.277222779,-1.48108912,0.652258387,0.862134648,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
1.209703035,1.253841854,0.753477044,1.466779438,-0.713435934,-1.679463349,-0.332512049,0,0,1,0,1
1.084814296,0.42253461,-0.461146844,-1.112333394,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
0.960754189,-0.719639628,0.110440868,0.040240697,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
-1.607088386,-1.1492648,1.740358954,0.948649801,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-0.329191948,1.348149819,-0.452215786,0.043124535,-1.229325837,-0.573241487,-0.332512049,1,0,0,0,1
1.362682418,1.28877073,-1.168188937,-0.810491639,-1.417440388,-0.774449625,-0.332512049,0,0,1,0,1
-0.250603053,0.97091796,-1.95709906,0.133484806,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
-0.447638069,1.194462765,0.872557818,1.228382128,-1.547379902,-0.156498744,-0.332512049,0,1,0,0,1
0.693754963,1.700931464,1.0854147,-1.249796358,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-1.214233683,1.306235168,0.034526875,0.691988181,0.292132023,-0.554792001,-0.332512049,0,0,0,1,1
-0.97642304,1.023311274,0.927632675,-0.654764364,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
1.309297765,0.660050966,0.044946442,1.479276071,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
0.607342397,1.707917239,-0.674003727,-0.80856908,-0.411846982,-0.156498744,-0.332512049,0,0,1,0,1
-1.370893576,0.852159782,-0.383744342,0.319011744,0.433014348,-0.156498744,-0.332512049,0,0,1,0,1
0.309897829,0.810245131,0.799620844,0.197890531,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
0.930937227,1.135083676,1.432237453,0.65642084,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
0.139682888,0.922017534,-0.627859927,1.616739036,-1.799064548,1.771934436,-0.332512049,0,0,1,0,1
-0.183062593,-1.1772079,1.680818567,-1.065230699,0.666274354,0.503029936,-0.332512049,1,0,0,0,1
-1.663601127,-0.328436219,0.775804689,0.435326561,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-1.579273952,1.243363191,-0.651676082,1.406218831,-0.501221752,-0.156498744,-0.332512049,1,0,0,0,1
0.321560833,0.684501179,-0.848159358,-1.13636538,-0.365938074,1.558368395,-0.332512049,0,1,0,0,1
-1.328502115,0.296790658,-0.903234216,1.721518499,0.072843186,-0.156498744,-0.332512049,0,0,1,0,1
-0.097941312,0.296790658,0.90977056,-1.507419258,-0.830142283,-1.518029885,-0.332512049,0,0,1,0,1
-1.371521956,-0.076948313,-0.25870953,-0.188543818,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-0.670208778,-1.006056409,0.05685452,-1.645843502,0.079587011,-0.156498744,-0.332512049,0,0,1,0,1
0.694604312,-1.023520847,-0.74842921,0.403604339,0.51124272,1.403346244,-0.332512049,0,0,0,1,1
1.401752444,1.114126351,0.912747579,-0.924883896,-0.001618823,-0.156498744,-0.332512049,0,0,0,1,1
-1.310037419,1.135083676,1.814784437,1.66384173,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-0.411979247,-1.020027959,-0.674003727,0.610279426,2.055629586,-1.020590858,-0.332512049,1,0,0,0,1
0.85953672,-0.859355131,-1.147349801,-1.726590978,-1.219426411,-0.781983707,-0.332512049,1,0,0,0,1
1.565200219,-0.660260539,-0.409049006,-0.712441132,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
1.282809144,1.142069451,0.198262938,0.861173368,-0.672998432,-0.156498744,-0.332512049,0,1,0,0,1
-0.593007843,-0.111877189,-0.458169825,0.458397268,-0.574513136,-0.156498744,-0.332512049,0,1,0,0,1
-1.608524682,1.589159061,-0.30187631,0.67468515,2.262703192,-1.144565825,1.902111934,0,0,0,1,0
-1.678461271,1.529779973,0.260780345,0.296902317,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
0.304484097,1.142069451,-1.373603271,-0.481734058,2.830482376,1.934323369,-0.332512049,0,0,0,1,1
-0.719001426,-1.49506067,1.601927555,0.160400631,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
0.753796299,-0.244606917,-0.97468268,0.041201976,1.53169799,0.676490419,-0.332512049,0,1,0,0,1
0.022749022,-1.243572764,1.777571696,-0.719170088,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
1.42326927,-0.684710752,0.875534837,-0.471159984,-0.238110776,-1.659171703,1.902111934,0,0,1,0,1
0.539815747,0.363155521,0.484056795,1.351425901,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
-0.313371971,-0.47164461,1.296783073,0.337276055,-0.086858229,-0.156498744,1.902111934,0,0,0,1,1
-0.027252049,-0.824426255,0.531689104,-1.113294673,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
1.604967677,-1.666212161,0.153607648,1.152441049,-0.129217086,-0.156498744,-0.332512049,1,0,0,0,1
-1.501838238,1.484372434,0.05536601,-0.625925979,0.629501421,-0.156498744,-0.332512049,0,0,0,1,1
-0.786935486,1.704424351,-0.011616925,0.704484814,-0.148379729,-1.362464938,-0.332512049,0,0,0,1,1
-0.720016501,-1.208643889,-0.440307709,1.153402329,1.547450547,1.209975187,-0.332512049,0,0,1,0,1
-1.370341154,0.275833332,-0.16939895,-0.890277835,1.793103923,-1.713094391,-0.332512049,0,1,0,0,1
1.548586136,-0.593895675,-1.086320905,0.372843395,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-0.454204982,-1.557932646,1.363766008,-1.188274472,0.047496583,-0.156498744,-0.332512049,1,0,0,0,1
-0.581331029,-1.25055854,0.650769877,0.366114439,-0.342550997,-0.156498744,-0.332512049,0,0,0,1,1
-1.29441079,1.054747262,-1.343833077,1.277407381,2.403560069,3.537424733,1.902111934,0,1,0,0,0
1.468270924,-0.733611178,-0.12176664,0.507422522,-1.664213493,-0.156498744,-0.332512049,0,1,0,0,1
-0.138157613,1.43197912,-1.924351848,0.265180094,-0.08692185,-1.278210738,-0.332512049,0,1,0,0,1
-1.152756051,0.006880989,-1.631115443,0.270947771,-1.047013522,-1.689127719,-0.332512049,1,0,0,0,1
0.627712947,-0.202692266,1.143466577,1.668648127,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-0.289783564,-1.7116197,-0.618928869,0.255567299,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
0.58338801,0.366648409,1.313156679,-0.049158294,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-1.454640708,1.578680399,-2.080645363,1.672493245,-1.764149348,-0.156498744,1.902111934,1,0,0,0,0
-1.288534404,0.583207439,0.187843371,-1.612198721,-0.246279712,-0.156498744,-0.332512049,0,0,0,1,1
