LoanID,CustomerID,LoanAmount,InterestRate,LoanType,LoanTerm,Tenure,TotalBalance,TotalPayments,SupportIssueFrequency
368,790,151105,9.34,Personal,6.683093771,6.458590007,89123,12870.94,1
369,3233,100443,5.86,Personal,6.691307324,6.595482546,171224,6738.49,1
370,1950,126319,5.23,Home,9.508555784,0.914442163,70979.5,8675.3,2
371,3630,103569,7.05,Car,6.146475017,7.143052704,70979.5,8675.3,1
372,803,69011,9.24,Personal,4.950034223,6.50513347,23660,8675.3,2
373,2591,24562,10.58,Home,3.567419576,3.091033539,89528,8675.3,1
374,4390,279914,9.32,Car,5.07871321,2.343600274,70979.5,8675.3,2
375,3271,37684,8.6,Personal,6.984257358,4.484599589,186434,3875.28,1
376,2070,127867,10.43,Home,2.863791923,1.897330595,70979.5,8675.3,2
377,4158,294998,6.72,Personal,3.364818617,6.310746064,22074,8220.43,1
378,3600,473759,11.36,Home,7.783709788,1.782340862,70979.5,8675.3,1
379,2771,16982,10.97,Car,4.087611225,0.810403833,16254,5853.77,2
380,3100,9799,8.35,Education,5.544147844,6.036960986,30335,7889.87,1
381,1421,145033,8.09,Home,6.447638604,6.7816564,2601,8675.3,1
382,742,156523,10.23,Home,7.633127995,5.538672142,70979.5,8675.3,1
383,2826,69835,4.63,Home,4.900752909,2.759753593,18694,5351,1
384,4689,194098,6.33,Home,6.932238193,8.169746749,30613,11736.57,1
385,4923,38719,6.57,Education,4.169746749,9.968514716,88251,8675.3,1
386,1623,10760,7.25,Education,6.455852156,5.073237509,85494,4932.75,1
387,3484,276289,12.3,Education,3.386721424,9.075975359,80143,1708.05,1
388,3017,242930,4.89,Education,5.106091718,5.210130048,35054,5253.53,1
389,709,362010,7.23,Education,2.67761807,7.159479808,70979.5,8675.3,1
390,2226,192285,6.73,Personal,4.210814511,1.237508556,70979.5,8675.3,1
391,2565,323084,9.98,Home,5.626283368,5.292265572,70979.5,8675.3,1
392,2664,3227,5.24,Personal,3.118412047,8.824093087,89632,8675.3,2
393,1522,334645,8.06,Education,9.204654346,1.587953457,70979.5,8675.3,2
394,3328,75635,8.32,Personal,6.691307324,5.749486653,17815,8597.75,3
395,2636,98212,11.13,Personal,6.647501711,6.913073238,70979.5,8675.3,1
396,4634,245516,8.91,Personal,7.498973306,1.653661875,21106,2674.84,1
397,3217,216007,11.41,Personal,3.816563997,1.363449692,56641,2975.15,1
398,3279,407418,8.41,Education,7.162217659,3.203285421,70979.5,8675.3,1
399,2096,143643,8.24,Car,3.093771389,8.210814511,35053,16259.01,1
400,3837,321033,12.42,Home,6.735112936,3.657768652,42200,4770.83,1
401,4577,453557,10.42,Education,5.097878166,6.236824093,11498,9538.1,1
402,4404,385033,8.93,Education,8.878850103,8.525667351,43521,8675.3,2
403,270,58928,4.34,Personal,3.843942505,1.648186174,70979.5,8675.3,1
404,3948,219676,5.01,Car,4.197125257,9.998631075,50182,20639.63,1
405,3179,39729,5.57,Education,5.054072553,4.83504449,70979.5,8675.3,2
406,1284,291717,9.74,Education,9.35523614,9.820670773,120982,21330.7,1
407,4433,276632,6.8,Education,3.58384668,4.188911704,293038,11294.48,1
408,4322,61722,10.02,Car,7.665982204,2.847364819,14609,3057.48,1
409,3188,254695,8.58,Home,6.650239562,2.825462012,60021,6541.15,2
410,2130,339577,3,Education,3.882272416,3.627652293,36099,12370.38,1
411,11,85999,4.27,Education,7.364818617,9.130732375,25296,8675.3,1
412,2553,426166,9.1,Education,5.848049281,5.393566051,151347,11034.59,1
413,1342,117992,5.58,Home,2.611909651,3.917864476,87502,8095.85,1
414,1713,291247,8.42,Personal,4.758384668,2.392881588,76070,9127.87,2
415,3027,257878,11.88,Car,5.84257358,4.421629021,70979.5,8675.3,1
416,2463,221369,9.76,Car,6.182067077,4.566735113,91646,8675.3,1
417,4676,235455,3.54,Education,3.726214921,8.123203285,70979.5,8675.3,1
418,1912,442499,4.06,Car,4.848733744,2.477754962,70979.5,8675.3,1
419,4888,76677,7.14,Car,6.858316222,7.676933607,91309,8675.3,1
420,2957,465523,6.4,Personal,3.575633128,9.300479124,70979.5,8675.3,1
421,2959,75862,9.77,Education,7.055441478,8.153319644,15148,14811.42,1
422,2494,49347,11.1,Car,5.664613279,8.873374401,11593,8675.3,1
423,1491,326652,7.74,Car,8.027378508,4.815879535,75258,7116.81,1
424,331,478229,7.59,Personal,9.637234771,8.848733744,70979.5,8675.3,1
425,1540,427355,5.34,Education,4.692676249,7.624914442,70979.5,8675.3,1
426,3334,155359,10.58,Car,4.38329911,6.094455852,62633,4123.97,2
427,4962,247305,4.49,Car,3.039014374,5.612594114,70979.5,8675.3,1
428,3090,408549,4.24,Home,3.605749487,1.190965092,231409,30288.41,1
429,1397,213130,10.46,Education,2.357289528,3.726214921,65036,591.59,2
430,323,126814,7.99,Home,4.865160849,2.130047912,154406,14579.69,1
431,1333,278609,6.43,Education,7.266255989,5.653661875,70979.5,8675.3,1
432,3538,140998,8.21,Car,4.980150582,8.271047228,70979.5,8675.3,2
433,732,319826,9.35,Education,4.210814511,1.911019849,27619,8675.3,1
434,1292,173246,9.7,Home,6.116358658,2.403832991,67341,8675.3,1
435,1929,464306,3.35,Education,5.204654346,2.43394935,74329,8675.3,1
436,2043,60725,10.34,Car,7.011635866,6.381930185,70979.5,8675.3,1
437,4346,211102,5.54,Home,6.343600274,1.77412731,70979.5,8675.3,1
438,3541,342288,3.8,Home,2.499657769,8.52019165,70979.5,8675.3,1
439,599,178956,3.6,Home,5.429158111,7.58384668,65404,8675.3,1
440,2675,405161,6.96,Car,5.086926762,0.862422998,32635,8675.3,1
441,3374,447202,12.15,Home,3.61670089,2.546201232,70979.5,8675.3,1
442,3222,177332,3.25,Personal,1.746748802,9.973990418,70979.5,8675.3,1
443,1397,385586,5.38,Personal,4.177960301,3.726214921,65036,591.59,2
444,3351,218495,6.94,Education,4.454483231,4.774811773,87396,16984.06,1
445,3241,159689,6.81,Home,5.98220397,0.605065024,70979.5,8675.3,2
446,1934,430700,4.59,Personal,3.323750856,8.032854209,93116,3192.34,1
447,129,4290,9.7,Home,6.543463381,4.399726215,70979.5,8675.3,1
448,2785,352335,4.05,Home,1.607118412,3.701574264,45941,6852.7,1
449,1799,274024,7.16,Car,9.086926762,7.118412047,77248,8675.3,1
450,2755,29859,12.28,Education,5.716632444,4.5229295,70979.5,8675.3,1
451,1485,81754,9.92,Car,4.747433265,4.240930869,70979.5,8675.3,1
452,557,222183,3.54,Education,1.516769336,6.313483915,70979.5,8675.3,1
453,4658,449269,4.28,Personal,4.898015058,2.636550308,165965,8841.92,1
454,2597,262828,9.42,Education,4.741957563,0.156057495,63395,8277.85,1
455,3231,81369,9.85,Car,3.3045859,7.137577002,70979.5,8675.3,1
456,4402,118390,4.1,Car,4.569472964,5.820670773,62836,36668.19,1
457,342,107369,11.39,Car,8.793976728,9.995893224,89016,8675.3,1
458,2802,111527,4.01,Home,8.736481862,6.43394935,70979.5,8675.3,1
459,2264,395004,11.76,Car,5.911019849,3.553730322,77770,5192.81,1
460,343,192922,8.38,Home,7.531827515,1.245722108,83274,2638.54,1
461,2395,282069,5.84,Car,3.646817248,6.034223135,19146,10535.69,1
462,426,385452,8.83,Car,8.566735113,1.023956194,159214,8675.3,1
463,2838,415233,3.55,Car,2.529774127,4.840520192,70979.5,8675.3,1
464,1898,238753,8.63,Car,5.029431896,8.317590691,75847,8675.3,1
465,3767,388388,12.02,Home,4.490075291,3.460643395,83935,8675.3,1
466,4158,220219,8.91,Personal,5.467488022,6.310746064,22074,8220.43,1
467,4493,204408,6.2,Car,5.300479124,9.081451061,70979.5,8675.3,1
468,3603,69736,9.68,Education,6.171115674,6.762491444,50505,7856.34,1
469,4910,498458,5.89,Car,5.9137577,2.250513347,124812,20822.24,1
470,416,162682,4.17,Home,1.973990418,0.339493498,53293,611.89,1
471,783,444394,9.8,Personal,5.2183436,4.098562628,90403,23440.65,1
472,1203,113282,2.81,Car,5.344284736,3.244353183,199640,26458.19,1
473,4348,250999,5.74,Home,4.900752909,5.059548255,70979.5,8675.3,1
474,1420,225005,11.56,Personal,7.893223819,6.288843258,62661,8675.3,1
475,4582,495602,5.93,Home,5.130732375,5.045859001,70979.5,8675.3,1
476,4421,346812,11.5,Car,6.187542779,8.344969199,38351,9085.72,2
477,45,54064,11.52,Personal,4.183436003,1.831622177,60013,17900.52,1
478,2557,249495,2.98,Personal,4.079397673,3.416837782,69828,31.85,1
479,3051,362802,8.41,Personal,6.288843258,0.440793977,142713,2287.38,1
480,2210,61625,6.04,Education,5.689253936,8.117727584,1817,15236.04,1
481,1824,25750,12.14,Home,3.832991102,8.97467488,70979.5,8675.3,1
482,2418,294474,5.36,Personal,6.338124572,1.508555784,118242,11753.88,1
483,3068,65613,12,Education,5.045859001,3.049965777,70979.5,8675.3,2
484,2852,143853,5.23,Car,3.430527036,4.328542094,81660,8675.3,1
485,3204,82442,3.57,Car,3.82477755,9.84257358,70979.5,8675.3,1
486,2460,478461,11.77,Education,7.761806982,5.938398357,124452,5841.05,1
487,107,295787,5.3,Home,5.664613279,5.092402464,72825,10343.26,1
488,1020,58344,6.4,Personal,7.956194387,3.655030801,56480,9258.01,2
489,389,382574,5.98,Education,5.84257358,7.545516769,92775,3320.3,1
490,3926,389009,2.64,Personal,5.125256674,9.984941821,69636,5027.69,1
491,3668,370795,7.14,Education,6.88843258,2.576317591,70979.5,8675.3,1
492,894,464902,11.96,Personal,4.925393566,8.136892539,70979.5,8675.3,1
493,4428,231704,7.94,Car,3.449691992,4.468172485,128235,13298.01,1
494,2549,324350,8.17,Car,4.391512663,0.772073922,68874,25184.85,1
495,3260,69050,5.84,Car,6.510609172,5.63449692,83535,8675.3,1
496,1553,309450,8.12,Car,5.979466119,8.804928131,99089,8675.3,1
497,955,212652,10.27,Education,5.185489391,9.659137577,76735,8675.3,1
498,364,15953,6.96,Car,4.254620123,8.837782341,15911,10857.23,1
499,619,199092,3.78,Car,7.014373717,7.219712526,58997,8675.3,1
500,13,389313,9.56,Personal,3.463381246,4.295687885,35298,2081.8,1
501,3137,371652,8.32,Personal,7.682409309,4.692676249,105351,11557.83,1
502,3774,85131,8.1,Car,4.057494867,1.541409993,70979.5,8675.3,1
503,2485,1914,9.64,Education,4.328542094,5.53045859,59200,25432.99,1
504,4740,362207,3.65,Car,5.415468857,2.757015743,32628,7688.02,1
505,264,168803,4.79,Car,6.546201232,8.925393566,39762,15079.68,1
506,2919,21112,10.81,Education,6.442162902,9.787816564,60908,12788.09,1
507,3016,180678,10.62,Home,2.819986311,1.316906229,41402,20307.78,1
508,252,97442,12.42,Car,4.917180014,0.654346338,77826,5141.29,1
509,4907,186963,8.95,Home,6.737850787,0.046543463,142531,31829.67,1
510,763,195012,3.93,Personal,4.5229295,1.963039014,16595,18600.63,1
511,2186,371745,3.71,Education,2.830937714,9.065023956,117561,8675.3,1
512,621,54099,3.29,Personal,3.088295688,6.721423682,183587,7708.87,1
513,3430,97363,10.48,Personal,2.53798768,7.605749487,70979.5,8675.3,1
514,1283,464575,12.09,Education,9.620807666,7.389459274,70979.5,8675.3,1
515,233,263793,5.34,Education,1.264887064,8.772073922,70979.5,8675.3,1
516,2415,301268,10.58,Car,5.968514716,5.089664613,70979.5,8675.3,1
517,4597,217874,10.89,Home,4.049281314,4.6954141,70979.5,8675.3,1
518,2339,104779,8.31,Car,5.497604381,9.040383299,33113,2894.94,1
519,3566,5736,6.3,Education,3.663244353,3.874058864,70979.5,8675.3,1
520,2474,400952,7.45,Car,5.557837098,0.736481862,89792,434.57,1
521,3513,214098,3.57,Home,4.134154689,1.727583847,7146,1400.14,1
522,4443,176111,10.75,Education,7.72347707,7.383983573,108903,3990.8,1
523,1481,177042,8.21,Home,4.602327173,3.696098563,185617,19922.99,1
524,4023,203715,9.34,Personal,8.941820671,3.351129363,174391,12346.21,1
525,1956,22696,9.41,Personal,6.814510609,2.056125941,134000,9562.09,1
526,1031,406852,6.97,Education,6.833675565,9.259411362,13895,9616.65,1
527,2126,65461,2.68,Car,7.813826146,4.862422998,156554,3243.47,1
528,2409,209994,3.03,Education,5.256673511,4.465434634,31596,8597.31,1
529,3874,346410,10.91,Home,6.729637235,5.711156742,70979.5,8675.3,1
530,1462,331620,6.47,Car,4.758384668,7.8275154,94319,8675.3,1
531,4075,423236,4.68,Education,6.384668036,3.162217659,7415,8675.3,1
532,786,108193,7.37,Education,2.795345654,3.926078029,83783,8675.3,1
533,4931,260630,8.92,Home,7.75633128,2.313483915,121770,26303.13,1
534,1793,345897,3.02,Car,2.874743326,7.178644764,70979.5,8675.3,1
535,2046,82740,2.64,Home,8.183436003,1.563312799,83505,8675.3,1
536,2898,387190,4.94,Car,5.207392197,1.798767967,132480,19480.89,1
537,4554,135220,10.53,Personal,6.119096509,1.144421629,93368,3036.84,1
538,3477,197045,11.11,Personal,3.638603696,9.492128679,42655,8675.3,1
539,3479,415427,7.43,Car,6.01779603,0.585900068,70979.5,8675.3,1
540,4808,71120,11.96,Home,2.997946612,8.616016427,70979.5,8675.3,1
541,1119,40526,11.14,Education,5.352498289,4.03559206,95293,6903.08,1
542,3240,139357,7.31,Home,4.999315537,6.617385352,70979.5,8675.3,1
543,2791,433872,6.19,Personal,3.301848049,2.135523614,104035,6605.87,2
544,3117,371300,9.96,Personal,3.504449008,2.483230664,22551,7488.78,1
545,3078,412137,5.98,Personal,9.399041752,4.380561259,70979.5,8675.3,1
546,405,451388,5.37,Personal,8.684462697,9.048596851,70979.5,8675.3,2
547,1239,355535,3.94,Home,7.23613963,5.193702943,103196,12011.95,1
548,1106,410949,7.32,Personal,5.407255305,9.919233402,70979.5,8675.3,1
549,2794,101439,4.95,Education,8.098562628,6.836413415,100093,39448.6,2
550,3141,378116,7.96,Personal,5.760438056,0.251882272,90974,4593.86,1
551,3027,365349,3.08,Education,6.732375086,4.421629021,70979.5,8675.3,1
552,2839,263438,4.31,Car,2.743326489,0.610540726,20260,3649.9,1
553,1278,260310,4.47,Home,4.539356605,5.535934292,70979.5,8675.3,1
554,766,248169,8.77,Car,6.376454483,9.626283368,70979.5,8675.3,1
555,1213,353644,10.11,Education,5.056810404,6.951403149,70979.5,8675.3,1
556,641,40625,3.18,Car,6.442162902,6.529774127,71476,18252.34,1
557,764,18636,2.68,Home,8.804928131,9.237508556,97446,5174.74,3
558,1429,98247,8.49,Education,5.434633812,4.678986995,70979.5,8675.3,1
559,2369,401123,10.4,Car,5.451060917,2.661190965,70979.5,8675.3,1
560,2233,29597,7.68,Home,7.589322382,7.493497604,89488,8675.3,1
561,131,483945,6.06,Car,3.077344285,9.678302533,70979.5,8675.3,1
562,503,417717,10.05,Home,4.750171116,2.091718001,59406,16247.54,1
563,2907,33179,3.43,Education,6.119096509,9.174537988,70979.5,8675.3,1
564,2006,480229,2.86,Home,2.800821355,7.693360712,39641,8675.3,1
565,1683,93408,3.55,Education,5.018480493,4.928131417,70979.5,8675.3,1
566,1265,55702,3.52,Car,6.392881588,3.028062971,143889,20228.3,1
567,2938,6900,4.7,Home,3.381245722,3.75633128,111417,9889.97,1
568,3934,8847,6.72,Home,6.39835729,3.912388775,96544,6732.13,1
569,3104,303270,10.39,Car,3.47980835,3.285420945,99129,8675.3,1
570,1551,350018,4.59,Education,5.656399726,9.081451061,97815,12418.9,2
571,1385,210234,8.31,Car,7.644079398,4.030116359,37985,8675.3,1
572,821,29925,11.55,Personal,5.744010951,5.45927447,70979.5,8675.3,1
573,216,457014,7.45,Home,6.444900753,9.445585216,105265,9718.56,1
574,3903,381407,3.33,Education,7.290896646,4.955509925,70979.5,8675.3,1
575,2720,37200,3.05,Home,6.0862423,1.267624914,118287,15428.4,1
576,3089,221810,2.76,Education,4.884325804,6.310746064,33801,8675.3,1
577,3271,210363,12.08,Personal,4.5229295,4.484599589,186434,3875.28,1
578,3519,183098,9.41,Car,7.206023272,0.999315537,59435,9701.75,1
579,1239,283249,9.65,Car,4.59137577,5.193702943,103196,12011.95,1
580,2257,197371,10.54,Home,7.857631759,6.250513347,70979.5,8675.3,2
581,2227,12606,2.99,Personal,3.526351814,5.954825462,53366,8675.3,1
582,2715,100060,4.55,Personal,5.87816564,8.618754278,70979.5,8675.3,1
583,2880,281083,5.71,Personal,6.844626968,4.747433265,23946,16229.84,1
584,3963,12307,11.98,Car,5.768651608,4.741957563,70979.5,8675.3,1
585,1955,245033,3.26,Car,7.345653662,6.806297057,95855,25972.84,1
586,3817,387668,11.68,Car,7.318275154,6.543463381,70986,7562.71,1
587,4634,333114,11.95,Personal,8.405201916,1.653661875,21106,2674.84,1
588,3402,162653,4.04,Personal,4.227241615,7.545516769,71954,8675.3,1
589,898,109977,6.18,Car,4.914442163,1.237508556,15534,9143.31,1
590,4084,209685,5.76,Car,3.849418207,5.344284736,99423,10313.5,1
591,697,210505,5.49,Car,3.186858316,6.803559206,64271,2486.45,1
592,1824,356969,4.23,Home,8.221765914,8.97467488,70979.5,8675.3,1
593,4367,157778,10.54,Personal,5.404517454,6.417522245,154277,13553.89,1
594,3714,437862,7.41,Car,2.108145106,9.968514716,118690,4999.4,1
595,4202,409809,7.31,Personal,4.654346338,1.451060917,70979.5,8675.3,1
596,2131,450727,10.33,Car,6.058863792,2.800821355,55559,6762.85,2
597,125,245540,5.28,Education,3.939767283,2.255989049,29525,2252.85,2
598,20,410535,10.29,Car,5.626283368,9.98220397,70979.5,8675.3,1
599,418,494643,8.76,Personal,1.70568104,4.528405202,77464,6809.44,1
600,36,411695,3.39,Car,6.869267625,5.136208077,55457,33837.11,1
601,2030,104434,2.59,Home,5.911019849,0.334017796,97085,57.38,1
602,654,495974,5.55,Education,6.729637235,7.134839151,70979.5,8675.3,1
603,1810,287460,9.28,Personal,4.859685147,2.286105407,54284,8675.3,1
604,2107,304910,11.22,Home,5.136208077,8.618754278,70979.5,8675.3,1
605,3253,365279,7.07,Home,4.054757016,5.801505818,57323,8675.3,2
606,2028,133810,10.84,Personal,4.824093087,4.394250513,70979.5,8675.3,1
607,1105,27326,9.97,Car,2.809034908,2.135523614,70979.5,8675.3,1
608,518,197903,2.77,Car,5.259411362,8.232717317,70979.5,8675.3,1
609,1062,259857,12.28,Education,5.700205339,0.432580424,61261,13311.16,1
610,747,346960,9.28,Car,4.355920602,4.876112252,30666,8675.3,1
611,1327,31129,2.68,Home,3.813826146,1.207392197,70979.5,8675.3,1
612,137,272246,8.75,Personal,6.160164271,8.470910335,92957,6424.65,1
613,65,122226,8.63,Education,4.777549624,2.932238193,116793,12211.95,1
614,66,244025,12.43,Personal,8.344969199,1.212867899,13868,3810.31,1
615,4166,151261,9.32,Education,7.871321013,3.282683094,70979.5,8675.3,1
616,3450,444187,9.95,Car,4.977412731,6.250513347,70979.5,8675.3,1
617,3895,277370,4.64,Car,4.87063655,3.378507871,70979.5,8675.3,1
618,4046,60095,6.97,Car,5.368925394,3.4770705,70979.5,8675.3,1
619,470,57173,6.7,Home,6.784394251,6.740588638,55866,8675.3,3
620,1806,179136,5.58,Education,6.064339493,6.811772758,19823,7675.78,2
621,3085,266453,11.12,Home,1.902806297,0.791238877,63084,8156.31,1
622,3379,41232,9.78,Education,4.041067762,4.640657084,102645,554.92,1
623,3248,363061,5.55,Personal,3.154004107,6.422997947,80561,10645.68,1
624,3172,191297,10.49,Car,6.622861054,9.544147844,87619,8675.3,1
625,4757,391080,3.76,Car,5.971252567,5.864476386,70979.5,8675.3,1
626,4119,70721,6.05,Home,6.26146475,7.501711157,118162,7926.24,1
627,4229,422126,6.33,Personal,6.631074606,1.171800137,70979.5,8675.3,1
628,2626,258294,6.28,Personal,4.421629021,4.583162218,70979.5,8675.3,1
629,4040,30774,11.31,Car,4.911704312,9.442847365,70979.5,8675.3,2
630,2072,249713,6.41,Home,5.505817933,5.804243669,70979.5,8675.3,1
631,2092,154500,3.8,Home,8.558521561,1.70294319,89037,11923.64,1
632,2632,294874,11.37,Car,3.290896646,3.51266256,70979.5,8675.3,1
633,4945,305526,10.03,Personal,4.20807666,5.694729637,6074,8675.3,1
634,2778,121064,11.9,Personal,4.531143053,8.221765914,96528,11188.1,1
635,4660,37687,2.62,Personal,3.707049966,5.538672142,49921,26464.88,1
636,1854,434403,6.02,Car,6.436687201,9.065023956,11403,8675.3,1
637,306,158744,5.47,Education,8.13963039,0.618754278,171173,24085.45,1
638,3210,306342,8.36,Car,9.2183436,2.015058179,35566,3818.49,3
639,4641,399059,5.25,Personal,3.529089665,4.449007529,68092,11886.4,1
640,2488,216338,9.07,Home,6.078028747,4.536618754,70979.5,8675.3,1
641,2126,58607,11.93,Car,5.779603012,4.862422998,156554,3243.47,1
642,1200,12266,4,Personal,5.130732375,7.184120465,35467,1204.04,1
643,4575,261418,10.97,Home,4.232717317,0.613278576,134408,13142.4,1
644,414,446624,11.06,Car,9.626283368,4.761122519,70979.5,8675.3,1
645,320,120597,2.96,Home,7.356605065,2.349075975,70979.5,8675.3,1
646,2666,113610,3.05,Home,4.553045859,4.514715948,50259,9920.01,1
647,218,105034,8.19,Personal,5.656399726,2.119096509,70979.5,8675.3,1
648,3648,37676,4.8,Education,4.889801506,3.225188227,52854,15149.9,1
649,605,66427,5.04,Car,4.490075291,5.377138946,29964,8675.3,1
650,3875,218592,5.95,Home,2.099931554,2.976043806,44822,8656.55,1
651,4628,421073,9.93,Car,7.712525667,7.975359343,4204,12985.43,1
652,4388,178010,3.2,Personal,7.682409309,6.384668036,111112,18764.1,1
653,1579,491577,6.91,Car,1.577002053,8.216290212,70979.5,8675.3,1
654,3368,304718,11.99,Home,8.906228611,2.918548939,70979.5,8675.3,1
655,2719,271935,9.05,Education,7.690622861,6.461327858,70979.5,8675.3,2
656,3427,195792,7.12,Personal,3.211498973,4.632443532,70979.5,8675.3,1
657,4630,385893,7.35,Home,4.314852841,5.070499658,116040,8675.3,1
658,4833,490784,11.25,Personal,7.679671458,0.065708419,70979.5,8675.3,1
659,2836,16922,8.46,Car,7.854893908,2.360027379,52087,8675.3,1
660,4479,252503,7.51,Personal,1.938398357,8.744695414,70979.5,8675.3,1
661,3312,209055,4.09,Home,7.446954141,6.822724162,73636,21580.71,2
662,2754,50943,7.74,Education,4.309377139,5.097878166,186976,17642.02,1
663,3970,460426,8.84,Personal,7.718001369,5.760438056,129905,17134.48,1
664,43,335645,6.63,Personal,7.16495551,3.121149897,90335,8228.22,1
665,2398,75242,3.16,Home,3.006160164,8.06844627,50524,7232.2,1
666,2561,191614,9.36,Education,2.943189596,2.028747433,45217,8675.3,1
667,3679,206911,12.32,Home,7.849418207,4.024640657,78835,22460.85,2
668,3943,40849,6.77,Education,8.386036961,2.976043806,22554,8675.3,1
669,3748,228754,6.52,Education,5.782340862,7.241615332,32764,8142.32,1
670,3273,369706,8.91,Home,7.101984942,8.098562628,41369,6989.6,1
671,2041,421593,8.08,Personal,4.024640657,4.624229979,18322,2558.91,1
672,3699,76243,9.41,Personal,3.586584531,2.532511978,144853,301.51,1
673,3647,388054,9.72,Car,3.457905544,1.798767967,4334,10152.49,1
674,4464,338278,2.77,Personal,5.620807666,2.283367556,70979.5,8675.3,1
675,2717,16376,12.05,Education,7.975359343,4.153319644,18884,7315.11,1
676,1457,60326,2.89,Home,9.117043121,5.826146475,86047,8675.3,1
677,3102,395980,7.32,Personal,7.271731691,5.826146475,17107,5438.55,1
678,2462,1423,5.02,Education,3.247091034,9.954825462,99553,15440.92,1
679,4092,370944,7,Home,6.757015743,3.274469541,135513,15857.24,3
680,3717,385333,7.71,Home,3.904175222,9.864476386,68235,6147.22,1
681,4046,3920,9.82,Home,5.661875428,3.4770705,70979.5,8675.3,1
682,4058,399777,9.72,Home,5.98220397,2.119096509,17022,6338.13,1
683,1915,386901,3.33,Education,5.264887064,5.054072553,96966,10389.45,2
684,1759,441816,7.9,Education,8.848733744,6.502395619,100030,9705.41,1
685,821,448907,6.76,Home,5.054072553,5.45927447,70979.5,8675.3,1
686,4720,186923,8.33,Car,8.303901437,1.275838467,76968,8675.3,1
687,3493,441610,12.05,Personal,5.295003422,7.589322382,95549,10571.92,5
688,818,149885,7.24,Car,5.2183436,4.536618754,70979.5,8675.3,1
689,4162,65100,10.93,Home,4.574948665,4.774811773,21725,8675.3,1
690,931,228216,4.22,Home,8.470910335,2.699520876,69740,8675.3,1
691,4631,400290,2.97,Car,2.666666667,6.967830253,31983,11385.72,1
692,1750,142460,6.88,Car,6.212183436,6.962354552,70979.5,8675.3,1
693,2030,11749,10.76,Personal,3.594798084,0.334017796,97085,57.38,1
694,73,65039,6.29,Home,1.453798768,2.149212868,124101,18208.06,1
695,2702,161141,11.18,Personal,4.651608487,3.93155373,125089,12737.36,1
696,3182,413444,6.99,Personal,8.884325804,5.240246407,70979.5,8675.3,1
697,2745,494970,8.64,Personal,5.092402464,8.227241615,137657,8675.3,1
698,6,207802,11.36,Car,8.043805613,8.046543463,70979.5,8675.3,1
699,4881,90356,7.35,Car,5.875427789,4.268309377,70979.5,8675.3,1
700,100,264621,2.89,Home,7.230663929,3.649555099,56971,15378.08,1
701,2998,174122,7.6,Home,6.162902122,1.645448323,7856,9479.11,1
702,3404,72359,4.9,Education,3.624914442,0.83504449,49426,7701.42,1
703,1270,306234,11.28,Home,8.405201916,0.339493498,72197,8675.3,1
704,331,222632,12.11,Car,6.15742642,8.848733744,70979.5,8675.3,1
705,4000,447929,7.13,Education,4.229979466,8.361396304,180204,5439.3,1
706,675,230535,9.23,Personal,7.504449008,0.947296372,70979.5,8675.3,1
707,3747,445418,2.83,Car,4.1724846,3.698836413,70979.5,8675.3,1
708,4130,493993,4.16,Car,9.149897331,10.01232033,92834,22374.79,1
709,4900,192968,7.81,Home,7.934291581,0.314852841,70979.5,8675.3,1
710,4504,111804,3.29,Home,6.19301848,4.670773443,47018,8675.3,1
711,2954,199244,11.83,Home,5.415468857,7.832991102,70979.5,8675.3,1
712,4608,268530,9.37,Education,5.086926762,1.166324435,46802,16375.48,1
713,3739,425869,11.49,Car,6.447638604,7.039014374,85872,6532.66,1
714,384,384415,8.72,Home,7.493497604,7.750855578,70979.5,8675.3,1
715,3653,427769,3.4,Car,6.056125941,5.995893224,117083,10208.31,1
716,2774,312598,10.48,Personal,5.618069815,6.135523614,70979.5,8675.3,1
717,1721,58307,10.96,Car,3.843942505,4.925393566,70979.5,8675.3,3
718,141,395696,4.54,Home,4.501026694,7.085557837,70979.5,8675.3,1
719,3940,401586,7.54,Education,6.332648871,7.285420945,70979.5,8675.3,1
720,556,419478,7.67,Education,5.160848734,3.950718686,70979.5,8675.3,2
721,3720,2097,12.01,Car,8.205338809,3.68788501,89258,6267.96,2
722,4814,421903,3.43,Education,4.684462697,1.629021218,72551,8675.3,1
723,2186,113324,3.06,Home,6.570841889,9.065023956,117561,8675.3,1
724,3463,261544,5.36,Car,4.66255989,9.678302533,314480,9453.87,1
725,3013,56288,8.08,Personal,1.232032854,2.258726899,70979.5,8675.3,1
726,4390,443487,11.13,Education,3.490759754,2.343600274,70979.5,8675.3,2
727,2651,321386,8.07,Personal,2.26146475,4.93908282,137208,2388.92,2
728,4421,70059,11.43,Car,9.18275154,8.344969199,38351,9085.72,2
729,1224,255114,4.86,Personal,5.075975359,9.522245038,59312,7410.51,1
730,2926,131862,8.82,Car,9.429158111,1.664613279,89235,13591.14,1
731,3708,361056,10.15,Home,5.990417522,6.948665298,70979.5,8675.3,2
732,2537,179665,8.37,Personal,5.924709103,7.06091718,70979.5,8675.3,1
733,1373,272238,10.68,Car,8.476386037,7.12936345,172499,10005.29,2
734,541,337626,5.97,Car,5.812457221,7.088295688,125536,5828,1
735,2009,480031,7.91,Car,5.667351129,3.909650924,70979.5,8675.3,1
736,4890,120672,5.59,Car,3.983572895,8.205338809,70979.5,8675.3,1
